course_id,sec_id,year,semester,instructor_id,building,room_number,time_slot_id
PADP 1063,1,1966,Fall,4058,Brody,271,9:30
EHST 3340,1,1989,fall,8221,Brody,119,8:30
JAPN 2136,2,2009,FALL,7087,Science and Technology,158,14:30
IDSN 3016,2,2009,SUMMER,6325,Brody,214,10:00
GERM 1346,2,1990,SUMMER,15009,Speight,149,15:30
BIOL 4706,2,2007,summer,5356,Bate,196,16:00
PTHE 2123,3,1973,Summer II,1184,Flanagan,323,13:00
COHE 4623,3,1961,SUMMER II,6977,Rivers,354,14:30
RCTX 2899,2,1968,SUMMER II,9878,Brody,209,14:00
FORL 2460,1,1992,spring,6108,Brody,285,17:30
GIFT 1186,1,2018,SPRING,6267,Brewster,339,9:00
MRST 2000,2,1979,Spring,5882,Bate,220,8:30
HMGT 2217,2,1964,Summer II,12849,Speight,294,9:30
SPED 4849,1,1969,SUMMER II,11417,Science and Technology,102,11:00
PUBH 1878,3,1977,summer ii,5281,Science and Technology,138,11:30
BIME 4650,1,1978,Spring,2854,Rivers,232,19:00
MATH 3821,2,1964,SUMMER II,15152,Speight,390,17:30
CMGT 4783,1,1966,summer ii,8724,Bate,183,15:30
ENVE 1715,3,1978,SUMMER,4591,Brody,356,15:00
OMGT 1877,3,1976,Summer I,8046,Brody,117,12:00
SCIE 4845,3,1971,Summer II,8202,Brody,101,18:30
PHAR 4573,3,2005,FALL,8099,Health Sciences,393,
NCST 2280,2,1987,Spring,3249,Brewster,315,12:30
ADRE 2240,3,1996,FALL,11444,Slay,271,12:30
BMSC 3384,2,1986,Spring,1337,Brody,358,9:00
SECS 4089,3,2007,Spring,7747,Howell,250,10:30
GRAD 1600,1,1972,SUMMER II,6086,Brody,326,8:00
RUSS 3906,3,1999,fall,8768,Brody,308,18:00
GEOG 4001,3,2007,SUMMER,6463,Science and Techonology,318,8:30
HIED 3740,1,2010,summer,7958,Speight,100,10:30
NCST 2232,1,2016,summer,11857,Slay,362,15:00
PUBH 3931,2,1959,Summer,11142,Flanagan,333,9:30
MIDG 2355,2,1972,Spring,4497,Speight,312,13:30
HMGT 2543,1,2017,spring,1250,Brody,225,19:30
IPAM 4216,2,1975,SUMMER,4806,Bate,120,17:00
GERO 1519,2,1998,spring,3576,Brody,141,10:00
OMGT 1488,1,1975,Spring,8420,Bate,360,19:30
GENS 2300,3,2003,Summer II,3752,Bate,220,10:30
ECON 3870,3,1999,SPRING,14310,Science and Techonology,166,11:00
CSCI 2175,3,1982,FALL,12508,Speight,367,17:00
MIDG 3279,2,1982,SUMMER,11424,Flanagan,255,10:30
ENTR 1060,2,1998,Fall,14068,Brewster,350,9:00
CMGT 3073,1,1962,SUMMER II,8487,Rivers,200,15:30
DNCE 3056,1,1974,SPRING,3827,Slay,189,14:00
ITAL 3840,3,2007,spring,1105,Bate,161,14:30
NURS 4525,2,1973,Fall,6239,,292,12:00
MUSC 2671,3,1974,spring,1043,Brody,256,15:00
ENED 4562,3,1982,summer ii,13707,Brewster,266,13:00
SENG 1682,3,1999,Summer I,1281,Brody,218,14:30
PHYS 4291,1,1996,summer ii,2977,Brody,299,17:30
ART 2876,1,2001,SUMMER,1502,Brody,294,16:00
SCIE 1659,1,1966,summer,6554,Speight,144,13:30
SPED 3603,3,2009,fall,9757,Health Sciences,178,18:00
CHIN 4370,1,2010,Spring,7592,Brody,165,14:30
GERO 3221,3,1991,SUMMER I,5627,Rivers,143,17:00
COMM 4081,3,2009,Spring,2754,Brewster,297,14:00
MCBI 1295,3,2002,SUMMER,14509,Science and Techonology,143,17:00
HIST 3130,3,1999,Fall,1183,Rivers,399,9:30
FLGC 4847,2,1959,SUMMER II,12148,Brewster,266,18:00
IDIS 1233,3,2011,SPRING,12397,Flanagan,125,9:30
RUSI 2881,2,2008,SUMMER,6897,Brody,174,8:30
HPRO 3380,1,1961,summer ii,8518,Brody,322,19:00
MIS 2628,2,2021,SUMMER,11610,Science and Techonology,202,17:00
GRBK 2913,2,2006,Spring,1388,Rivers,278,19:00
RUSS 2835,1,1998,FALL,12653,Graham,238,16:00
NURS 4072,2,1969,fall,7243,Health Sciences,171,9:30
JUST 2952,1,2000,spring,7527,Health Sciences,216,17:00
BITE 1335,3,1995,SUMMER II,1489,Brody,371,11:30
COMM 2586,3,2013,Summer,7671,Health Sciences,268,15:00
RCSC 3431,3,1989,summer i,2504,,163,18:30
HNRS 3430,1,1974,Spring,4555,Flanagan,164,12:00
ENGR 3341,3,2006,fall,12857,Flanagan,400,15:00
DNCE 4517,3,1985,fall,11733,Health Sciences,153,9:30
GIFT 1579,1,1963,Summer I,4726,Brody,126,19:30
ONCO 1118,3,1965,Fall,7645,Flanagan,232,11:00
LDSP 1507,1,2008,FALL,6268,Bate,313,8:30
ICTN 1331,1,2004,SPRING,8097,Science and Technology,333,9:00
CMGT 1864,1,1977,Summer,10402,Brody,197,9:30
SOCI 1772,1,1967,Spring,1692,Brody,219,9:30
ADRE 4252,2,2009,Spring,1024,Brody,125,11:30
SOCW 4508,2,2007,Summer,11825,Brewster,109,9:30
ENGR 2656,3,2008,fall,15098,Austin,242,14:00
SCIE 1597,3,1998,Fall,13369,Howell,355,9:00
FACS 3944,2,1998,Summer I,9635,Brody,286,12:00
MIDG 3136,2,2007,Summer I,1687,Graham,338,9:30
IDIS 1369,1,1982,Summer II,3639,Health Sciences,182,19:30
MCBI 2716,1,2013,FALL,6815,Speight,238,17:30
GRBK 1047,1,1971,summer,9840,Brody,262,16:00
ITAL 4606,3,2013,Summer,6950,Brewster,290,15:00
ASIA 4557,3,1979,SUMMER,3458,Rivers,255,18:00
ENGL 1063,1,1982,Fall,3429,Science and Techonology,245,9:00
MIS 3068,3,1991,Summer,14051,Brody,335,17:30
RUSS 2923,3,1984,Summer II,7806,Speight,398,17:30
FILM 2085,2,1982,Summer,3677,Health Sciences,291,16:30
BIOS 1903,3,2004,summer i,11155,Howell,334,8:30
FLGC 1563,1,2021,SPRING,8247,Slay,342,11:00
TCHR 3935,3,1985,summer i,4298,Bate,197,12:30
COAD 3519,2,1971,summer,8934,Flanagan,363,18:00
SPED 3276,1,1984,Summer,14305,Rivers,173,10:00
DASC 3818,1,1994,FALL,9121,Bate,146,8:30
GLST 1659,1,2012,summer,11320,Brody,268,10:00
MLSC 2556,1,1997,Summer I,9803,Science and Technology,157,11:00
SPAN 3245,1,1979,summer,9940,Brody,308,8:00
RELI 4454,1,1964,FALL,6191,Austin,296,11:30
INTL 4319,2,1961,summer,7098,Brody,379,10:00
MUSC 1941,3,2002,Fall,12857,Slay,154,15:00
ENED 3891,2,2019,Summer,12795,Austin,398,8:00
ENED 3785,2,1968,Spring,4300,Brewster,244,12:00
SOCW 2681,2,1978,SUMMER I,6960,Rivers,311,8:00
SOCW 4739,1,2012,SUMMER I,1834,Flanagan,399,13:30
GENS 4428,2,2014,Spring,9899,Rivers,319,13:30
GRAD 2724,3,1977,SPRING,11258,Health Sciences,317,18:00
ICS 4295,3,2003,summer,5359,Brody,379,8:00
MUSC 2277,2,2002,SUMMER I,1296,Science and Technology,129,13:30
MENG 1452,3,2006,SUMMER I,2218,Ragsdale Hall,190,16:30
GRBK 3039,2,1985,Summer II,13594,Brody,274,12:00
RCSC 1421,1,1994,SUMMER,4699,Slay,321,17:30
ELEM 2883,2,2012,SUMMER II,1602,Brewster,313,8:00
NURS 4647,3,1961,Fall,13250,Speight,239,10:30
HIMA 2683,1,1984,SUMMER,10885,Science and Techonology,391,19:00
NEUR 1856,3,2004,summer ii,14355,Brody,162,9:00
BIOC 2437,2,1998,summer ii,13444,Bate,106,8:00
GEOL 3706,3,1973,summer i,3234,Howell,361,17:00
RCSC 3431,2,1988,FALL,12812,Science and Technology,215,8:30
MCBI 3101,2,2004,SUMMER,4731,Flanagan,362,10:30
RONC 2448,1,1967,Spring,4557,Brody,110,9:00
DESN 4673,2,1984,SUMMER,10286,Brewster,358,11:30
SOCI 3986,1,1959,fall,11801,Brewster,245,19:00
COMM 4174,1,1985,Summer,12050,Speight,200,17:30
KINE 2437,1,1969,Summer,11447,Bate,180,12:30
RELI 3466,1,2002,summer i,15790,Health Sciences,180,14:30
NEUR 4537,1,1986,Summer,3809,Bate,198,11:00
AAAS 1132,2,1979,SUMMER I,9223,Rivers,335,15:30
ARTH 4482,1,1970,FALL,8697,Bate,374,9:30
GEOG 1289,1,2007,Fall,7195,Health Sciences,106,18:00
GRK 3052,1,2000,SPRING,1116,Brewster,313,11:00
PATH 3270,1,2021,FALL,6168,Speight,268,16:00
CMGT 3763,2,2014,summer i,8842,Health Sciences,353,18:30
AAAS 3026,1,2019,SUMMER,10009,Speight,178,18:00
LIBS 3145,3,1974,Summer II,6590,Flanagan,184,14:00
RUSI 2408,2,1999,summer,3382,Science and Technology,278,14:00
MIS 1801,1,1985,summer i,2699,Brody,397,17:30
RUSI 2018,1,2019,Summer,14019,Slay,356,11:00
MIS 4615,3,2001,SUMMER I,2244,Brody,215,11:30
SUTO 4497,3,1999,SUMMER,5858,Health Sciences,377,11:00
ANAT 4240,3,1966,SUMMER I,10399,Brody,148,12:00
SOCI 1803,1,2009,summer i,13993,Brody,160,14:30
HLTH 4062,3,1999,SUMMER,15359,Speight,133,18:00
SPED 3237,1,1978,SUMMER,2428,Rivers,153,17:00
LATN 2171,2,1964,Spring,7405,Brody,101,19:00
ENGR 3445,2,2006,Summer II,8494,Rawl,207,13:30
ADED 4101,2,1977,fall,11690,Rivers,257,9:30
ACCT 4852,2,1984,fall,9928,Brody,389,19:00
CLAS 4337,2,2003,fall,5324,Health Sciences,178,12:00
READ 1867,3,1973,FALL,15806,Rivers,168,
MATH 2165,1,1974,summer i,5571,Brody,210,19:00
COAD 2458,1,1972,spring,5204,Brewster,233,10:00
HSMA 4264,2,2008,summer i,5080,Health Sciences,283,8:30
PATH 4263,2,2008,SUMMER I,8081,Brody,194,9:30
ENTR 2466,2,2014,summer,7284,Rivers,377,16:00
ELEM 4071,1,2021,FALL,4374,Brody,173,9:00
LDSP 4019,3,2018,Spring,9485,Brody,122,18:30
CMGT 4084,3,2021,SUMMER I,12408,Health Sciences,205,9:00
KINE 1410,3,1960,fall,6565,Science and Techonology,240,11:00
DNCE 2759,2,1997,FALL,8443,Science and Techonology,113,12:30
MIS 3234,3,2015,fall,11183,Bate,343,
OCCT 3387,3,1990,Summer I,11057,Brody,216,18:00
IENG 2224,2,2020,Fall,5201,Speight,327,16:00
NEUR 4537,2,2013,Fall,11786,Rivers,285,19:00
GEOG 1132,3,1965,fall,5813,Health Sciences,127,15:00
OCCT 1469,3,1964,Summer,11396,Brody,122,14:30
NCST 1011,3,1983,Summer II,15211,Health Sciences,398,17:30
GERO 4797,3,2014,summer ii,1515,Health Sciences,208,19:30
RCSC 3769,3,1973,FALL,14766,Brody,241,17:00
BISC 3814,3,1993,SUMMER II,4735,Health Sciences,100,18:30
PADM 4329,1,2018,spring,14186,Speight,338,19:00
UNIV 3435,3,1984,summer ii,13686,Austin,236,11:30
FREN 4794,1,2012,Fall,8684,Science and Techonology,367,8:00
HIED 2715,3,2021,Fall,10102,Brody,358,13:00
MRCH 2640,2,2013,spring,10766,Rivers,381,10:00
COHE 1765,3,2001,summer,13573,Rivers,253,12:30
ENED 4652,2,1959,Summer,9816,Brewster,224,19:00
MAST 4668,1,1960,Fall,14607,Rivers,150,8:30
BIME 4710,3,1990,SUMMER,11525,Science and Technology,208,12:30
MGMT 2036,1,1963,Spring,4068,Bate,341,15:00
AERO 2351,2,1982,Summer I,15895,Graham,370,17:30
PSYC 1266,3,1966,SPRING,9174,Health Sciences,321,13:00
ANTH 3858,3,1977,fall,2019,Rawl,204,18:00
FINA 3824,3,1988,fall,15106,Rivers,340,12:00
COAS 2008,2,1971,fall,4956,Science and Technology,105,11:00
IPAM 3947,1,1970,Summer,5306,Brody,316,16:30
FLGC 3815,3,1982,summer ii,2133,Brody,102,10:00
UNIV 4643,3,2017,Summer I,7991,Brody,198,18:30
NURS 4072,3,1971,summer ii,12974,Brody,202,17:30
MPH 3383,2,1972,spring,14069,Speight,264,12:00
ITAL 3247,1,1962,fall,8056,Brody,353,17:00
ELEM 2317,2,1980,Fall,2720,Rawl,147,19:30
ENVE 1069,3,1967,spring,1114,Brody,208,8:30
ECON 2039,3,2010,spring,4868,Slay,335,18:00
POLS 3464,2,1999,Summer II,7982,Flanagan,267,15:30
KINE 3773,2,1968,SUMMER II,10116,Bate,325,
NURS 2671,3,2013,SUMMER,3268,Rivers,290,8:00
DRED 1016,3,2019,SUMMER,15757,Brody,329,17:00
CHEM 4412,2,2000,FALL,11780,Health Sciences,395,8:30
IDSN 4840,2,1994,Summer II,1706,Brody,238,18:00
NCST 2877,3,2010,SPRING,3189,Science and Techonology,105,15:30
SCIE 4354,2,1961,SUMMER,1136,Rivers,305,13:00
COHE 3358,3,1969,SUMMER,2648,Brody,217,13:30
EHST 1347,1,1959,FALL,3275,Brody,371,15:30
COHE 3358,1,2010,Summer I,13768,Slay,223,17:30
ITEC 2765,1,2003,summer,5019,Rivers,177,15:00
ELEM 3929,3,1994,Spring,6170,Brody,105,19:00
ACCT 3597,2,2003,FALL,10965,Rivers,199,13:30
GEOG 2936,1,1972,fall,5293,Health Sciences,362,17:00
GRBK 4503,2,1988,SUMMER I,14149,Slay,284,11:30
GERO 2328,3,1973,summer ii,3418,Health Sciences,362,18:00
WOST 4013,2,2012,SUMMER II,12317,Brewster,350,8:30
SUTO 3192,2,1992,spring,15451,Brody,190,
ANTH 3182,1,1969,summer ii,8812,Slay,252,19:30
ECON 2361,3,1977,fall,3656,Rivers,199,16:30
IDSN 3917,3,2016,summer,12055,Flanagan,161,11:30
GERO 1566,1,1978,SUMMER I,15241,Rivers,382,14:00
WOST 4013,1,1996,SUMMER I,11774,Rivers,224,12:30
MIDG 2320,1,1994,FALL,10240,Rivers,184,18:00
ONCO 3081,3,1972,Summer I,2345,Brody,327,11:30
FREN 2299,1,2021,fall,2041,Health Sciences,136,12:30
PSYC 4123,2,1966,Fall,8581,Rivers,227,8:00
SCIE 4845,3,1963,SUMMER II,3519,Bate,257,11:00
ECON 2333,2,1983,spring,9055,Rivers,190,16:30
ONCO 1249,3,1966,Summer II,14497,Speight,112,8:30
MATH 3105,1,1963,SUMMER I,8964,Brody,147,16:30
LATN 4307,3,2020,fall,13306,Science and Technology,140,14:00
LEED 2890,1,1966,Summer,9143,Health Sciences,213,15:30
NEUR 3544,3,1997,fall,10278,Rivers,121,13:30
NURS 4439,2,1968,SUMMER,7690,Slay,277,18:00
ARTH 1517,2,1981,SUMMER,9234,Health Sciences,245,12:30
PSYC 4123,2,1996,fall,4019,Brody,397,18:30
PHYS 4482,2,1970,Spring,9718,Flanagan,384,18:00
KINE 1153,3,2008,Spring,9793,Graham,290,17:00
RUSS 2923,3,1959,summer ii,9006,Slay,222,12:30
ASLS 2309,2,1984,Summer I,6276,Slay,324,15:30
CLSC 3393,1,2018,SUMMER II,5656,Speight,167,13:30
PATH 1486,3,1960,Spring,1748,Brody,246,18:00
IDIS 1678,1,1967,Summer I,12336,Brody,312,10:00
SOCI 4595,3,2009,summer,3637,Bate,346,14:00
ENGR 3116,1,1968,summer,4052,Brody,365,8:00
IENG 4068,3,2001,Summer I,8777,Brody,359,14:30
MLSC 3988,1,1971,Summer II,5807,Speight,375,15:00
EENG 4370,3,1993,Spring,11064,Brody,229,17:00
SECS 3784,1,1970,summer ii,2895,Health Sciences,350,19:30
SOCI 3397,1,1975,SUMMER II,5527,Rivers,398,8:00
IRHE 3766,3,1977,summer,8412,Science and Techonology,271,14:30
HNRS 3819,2,1989,SUMMER I,12249,Brewster,215,10:30
GRAD 3602,3,1965,Summer II,1384,Rawl,230,19:30
DESN 4513,2,2014,spring,14600,Brody,205,13:00
ATMO 1437,2,2021,summer ii,8837,Brewster,233,12:30
FLGC 2315,2,2002,Summer,11351,Slay,236,16:00
CMGT 3073,2,1989,SPRING,3775,Slay,327,10:00
KINE 2567,3,2000,summer i,7780,Brody,311,12:30
HMGT 2807,1,2016,FALL,9556,Howell,118,17:00
GERM 1324,3,2007,summer,9792,Science and Techonology,219,16:00
PLAN 4837,1,1973,Fall,13614,Brewster,242,17:00
PHYS 4165,1,1999,Summer I,8349,Brewster,111,19:00
PUBH 4383,3,1997,SUMMER,1864,Rivers,181,17:30
ITAL 2098,3,1972,SUMMER I,14812,Rivers,366,9:30
ITEC 3284,3,2019,summer ii,11074,Brody,265,15:00
EDTC 2197,1,2018,summer ii,2174,Brody,318,
COMM 3002,1,1984,fall,15056,Brody,382,19:00
MATE 2249,3,1998,summer,8352,Science and Technology,250,10:30
MATH 2237,1,1966,summer,9494,Brody,135,8:30
ANTH 1835,2,1978,Spring,3181,Howell,343,9:30
ICS 2435,3,2010,Summer I,4860,Brewster,224,19:00
ECON 4186,1,1990,SUMMER I,10173,Rivers,242,11:00
BISC 4841,2,1987,Fall,2743,Brody,212,10:00
MUSC 1842,3,2019,Summer,13941,Rivers,207,15:30
EDTC 1471,1,2017,fall,15389,Bate,220,8:30
ISE 3974,2,1999,spring,12971,Graham,250,12:30
IDSN 1780,1,1998,Summer I,8497,Science and Techonology,274,16:00
CLSC 3404,2,1996,spring,13501,Brewster,319,10:30
ITAL 3922,1,1981,fall,9281,Science and Technology,127,18:30
PLAN 4008,2,1974,Summer II,4464,Howell,178,16:30
ONCO 2162,2,1964,Summer,12169,Brody,142,12:00
ENTR 3743,2,1990,Summer II,2184,Brody,117,9:00
ELEM 2727,2,1963,summer ii,12175,Brody,289,15:00
ASIA 4537,1,2013,fall,1311,Brewster,202,10:00
KINE 4020,3,1974,summer i,13088,Brody,104,10:00
SENG 3992,2,2012,SUMMER I,2602,Brody,132,12:00
BIOL 4631,2,1959,Summer I,2610,Health Sciences,304,12:00
DESN 2029,2,2012,SUMMER II,14495,Brewster,239,17:30
LDHE 2275,1,1965,spring,6975,Brody,390,16:30
DRED 3179,3,1978,summer,6120,Brewster,347,18:30
RCTX 3958,2,2013,summer,4409,Science and Technology,400,15:00
MKTG 2906,1,2009,Fall,5267,Flanagan,156,12:30
SAFT 2083,1,2008,summer,14394,Brody,184,9:30
CMED 4475,3,1991,summer i,15231,Health Sciences,386,13:00
BMSC 1084,1,1962,SUMMER,8092,Health Sciences,147,14:30
CMED 2507,2,2010,SUMMER II,12157,Brody,350,14:30
MIDG 3493,3,1974,Spring,6340,Health Sciences,234,9:30
SUTO 2490,1,1976,fall,12676,Rivers,312,14:30
MAST 4677,2,2013,SUMMER II,11481,Rivers,230,19:00
MULT 4858,2,1965,SUMMER,6700,Brewster,328,11:00
KINE 3925,2,1972,summer,12769,Flanagan,187,19:30
COHE 1412,1,2008,FALL,14529,Brody,179,12:30
TCHR 4135,1,1971,summer ii,6109,Brody,360,14:00
GENS 1473,2,1961,summer i,5495,Speight,176,15:00
EDUC 2092,2,2004,SPRING,12361,Health Sciences,263,11:30
SECS 2015,1,1977,spring,6894,Health Sciences,340,16:00
COAS 1145,1,1992,SPRING,10285,Brody,295,19:00
PADM 3485,2,2015,SUMMER,8728,Austin,108,16:30
ASIA 1835,3,1965,Summer II,13824,Brewster,380,13:30
HIED 3958,1,2002,SUMMER,15409,Speight,324,8:30
ICS 2210,1,1965,SUMMER,4224,Health Sciences,323,19:30
FILM 3298,3,1996,SUMMER I,13780,Brewster,136,13:30
SECS 4058,2,1972,SUMMER II,7079,Bate,135,16:30
AERO 1065,3,2012,Summer,11578,Speight,266,16:30
EDUC 3982,2,2005,summer,3053,Brody,240,14:00
ARTH 2763,2,2009,Summer,10640,Science and Technology,327,12:00
TESL 2857,1,1986,SUMMER I,13445,Rivers,289,14:30
SENG 2449,1,2018,SUMMER I,13045,Science and Techonology,279,13:30
ATMO 4185,1,1967,Summer,13220,Brody,240,13:00
RUSS 3380,2,1992,SUMMER,4031,Brewster,164,16:00
GERM 2286,1,1994,Fall,9678,Brody,235,14:30
CSDI 4325,3,1984,SUMMER,10550,Brewster,249,19:00
SAFT 3908,1,1987,spring,15445,Brody,270,17:30
AERO 3321,1,1966,SUMMER I,11502,Bate,312,13:30
IDIS 2814,3,1990,Summer I,4329,Health Sciences,248,17:00
DASC 3825,3,1993,SUMMER,1625,Rivers,136,17:00
MRCH 1642,3,2021,SUMMER I,2372,Austin,251,17:00
NUTR 4259,1,1967,Summer II,6636,Bate,237,11:30
READ 4454,2,1986,fall,14691,Brody,359,14:00
CMGT 4562,2,2017,Summer I,6342,Health Sciences,335,8:30
HSMA 3503,3,2004,fall,10904,Slay,173,14:30
RCSC 3224,3,2010,SUMMER I,13847,Bate,170,11:00
GRAD 3485,2,1964,fall,13859,Brody,238,10:30
HMGT 1395,1,2021,SPRING,14361,Rivers,351,13:30
DRED 3358,2,1979,SUMMER I,3632,Brody,278,15:00
GERM 4661,3,1962,Spring,4927,Science and Technology,214,15:00
SENG 4855,3,1965,Summer,10054,Austin,207,14:30
BIOC 3759,2,2009,fall,4470,Brody,186,18:00
HIED 2301,1,1966,SPRING,3105,Speight,169,13:00
COMM 2540,3,1978,FALL,7515,Bate,279,12:00
AAAS 1143,3,2004,summer i,15509,Brody,323,12:00
DNCE 2594,3,2013,Summer I,1400,Brody,226,11:00
BIOS 4042,1,1987,FALL,11245,Rivers,325,19:30
BIOC 2210,2,2017,SUMMER,9192,Brody,190,10:00
MIDG 3143,2,1965,spring,5011,Brody,358,16:30
NURS 3929,3,2000,SUMMER I,6141,Ragsdale Hall,111,14:30
RCSC 2105,3,1963,Summer I,4902,Rivers,257,12:30
MKTG 4457,2,1986,FALL,1536,Brody,310,17:00
PATH 1568,2,2013,summer i,8573,Brewster,189,12:00
PHYS 1582,1,1966,SUMMER,3181,Brody,158,8:00
ENGL 1941,2,2006,Spring,12839,Brody,337,19:30
RUSS 1475,2,1986,Summer II,11828,Bate,112,11:30
ENGR 3186,1,2010,Fall,11010,Howell,330,14:30
GRBK 1794,2,1963,SUMMER I,11713,Bate,242,15:00
SCIE 2348,2,1994,SUMMER II,9634,Brody,167,14:00
GRK 4642,1,1990,Summer,8441,Slay,205,19:30
COAS 1145,2,2014,spring,9384,Slay,329,19:30
GENS 1248,1,2011,SUMMER,7781,Rivers,211,10:00
BIOS 3863,3,1972,FALL,1413,Bate,134,15:30
CLAS 3482,3,2010,Spring,12949,Bate,368,14:00
GERM 2495,2,1985,SUMMER I,4891,Brody,100,12:30
NEUR 4081,3,2021,SUMMER II,15535,Brody,112,12:30
OCCT 1788,3,1975,SUMMER I,15722,Brody,137,17:30
IENG 3867,2,1998,spring,14236,Brody,214,16:30
IDSN 2308,3,1985,fall,14819,Brody,156,11:00
MULT 4041,2,1983,SUMMER,12638,Rivers,245,18:00
FILM 1330,2,1959,SUMMER,3040,,299,15:30
ARTH 2159,1,2014,Spring,10586,Rivers,116,19:30
ELEM 1089,1,2003,Summer II,14164,Science and Techonology,149,9:00
GRK 4642,1,1978,spring,4415,Brody,351,10:30
PHYS 4188,3,1995,fall,8393,Brody,329,15:30
HDFS 1111,1,1974,summer,2779,Rivers,282,14:00
BIOS 1586,3,2011,FALL,6253,Brody,207,8:00
MIDG 3132,1,2005,summer,10485,Austin,327,17:30
ITEC 1539,1,1963,Summer II,1191,,234,19:30
LDHE 4646,2,1967,summer ii,12444,Science and Techonology,378,12:30
ECON 4689,2,1982,Summer I,8647,Bate,233,15:30
ECON 2938,2,1995,SUMMER,14296,Brody,275,8:30
FACS 2343,3,1983,SPRING,12791,Brewster,352,15:30
ENTR 3743,2,2002,Fall,15180,Howell,390,16:00
GLST 3670,1,2021,summer ii,7253,Science and Techonology,187,15:00
CHIN 3543,2,1994,Summer II,2507,Brody,326,9:30
ICTN 4634,3,2003,SUMMER,11314,,173,19:00
MULT 2983,3,2000,SUMMER,14316,Brody,175,13:30
TCHR 2470,2,1984,SPRING,10858,Slay,277,15:00
GEOG 3036,3,1988,Spring,1916,Brody,291,8:30
ADRE 4252,1,1988,SUMMER,1856,Brewster,218,19:30
CHEM 1074,3,1976,Spring,1702,Bate,179,16:30
ATEP 3881,2,1992,SUMMER,15210,Rivers,300,10:00
ETHN 1078,1,1980,SUMMER,1853,Brody,353,8:30
NEUR 3456,2,1960,SUMMER,2429,Brewster,292,13:30
MKTG 2359,2,1980,FALL,1562,Brody,154,16:00
POLS 2880,2,1968,summer i,8641,Brody,217,11:00
LING 1624,1,1999,SUMMER,8541,,152,15:30
GERO 2766,3,1969,fall,15280,Brewster,171,16:00
GERM 2334,3,1962,SUMMER II,13749,Brody,100,13:30
OMGT 4788,2,2015,Spring,7065,Health Sciences,143,
ENTR 1027,1,2014,fall,11663,Ragsdale Hall,109,
CSCI 3923,1,2017,Spring,6882,Speight,219,16:00
ADED 3644,2,1962,Summer I,14210,Brody,386,13:30
ANAT 3372,2,2004,Summer II,13067,Slay,192,11:00
MLSC 2020,3,1989,Summer I,11364,Slay,351,19:30
ENED 4652,3,1980,Summer I,6839,Rivers,307,18:30
HIED 3868,3,1965,FALL,4857,Brewster,112,17:30
MPH 2548,2,1983,Summer,6206,Flanagan,261,14:00
SAFT 3210,1,1963,Summer II,8118,Brody,263,12:00
READ 2427,2,2019,fall,14319,,104,15:30
BUSI 3178,1,2019,Fall,6269,Brody,229,19:00
JUST 4434,1,1971,Spring,5617,Science and Techonology,374,15:30
ENED 2062,3,1974,Summer,3522,Rivers,144,15:30
EDUC 1788,1,2019,summer i,13968,,283,17:00
NURS 1680,2,2019,summer ii,12731,Speight,391,13:30
RUSI 2741,3,1998,SUMMER I,15793,Graham,318,12:00
EHST 2871,3,1960,FALL,13082,Bate,198,15:30
LEED 3572,2,2003,Summer II,14897,Brody,317,12:30
PADP 4100,3,1997,Summer,14883,Brewster,149,14:30
SECS 4412,1,2004,Fall,5379,Brody,152,17:00
PHAR 1925,3,1963,Summer II,14734,Speight,349,8:30
SOCI 1451,3,2021,Spring,5270,Brody,125,12:30
RONC 2960,2,1968,FALL,2432,Brody,286,16:00
ATEP 3950,2,1975,spring,7024,Graham,195,18:00
IENG 3115,1,1994,Fall,7114,Brody,206,19:30
CSCI 3923,2,1992,spring,14201,Brody,136,8:00
BIOE 1466,2,1977,Summer I,12791,Science and Technology,166,10:30
GIFT 1579,3,1991,Fall,8267,Rivers,106,14:30
RCSC 1421,3,1989,FALL,7393,Speight,357,11:00
AERO 2404,2,1969,FALL,3420,Rivers,343,11:00
ANTH 1741,3,1980,Summer II,4653,Health Sciences,307,19:30
FREN 4202,3,1991,SUMMER,15368,Brody,362,8:00
RUSI 2967,3,1970,SUMMER II,11866,Brody,193,8:00
GEOL 2140,2,1965,SUMMER I,7895,Bate,190,10:30
GIFT 2520,3,1998,spring,8490,Brody,374,17:30
GLST 2003,3,2009,Summer,6241,Bate,342,14:30
BISC 1284,2,2003,Fall,1551,Bate,215,15:00
COAD 4610,1,2007,summer i,12308,Speight,389,13:00
GERM 3339,1,1970,Summer I,5329,Health Sciences,144,9:30
AAAS 2007,1,1979,fall,7188,Speight,286,
HLTH 2322,1,2011,Summer I,4418,Health Sciences,206,13:30
GERO 2046,1,1965,spring,14723,Brewster,286,15:00
FACS 2959,2,1963,spring,5809,Brody,145,16:30
CMGT 1412,3,1999,fall,2620,Health Sciences,143,19:30
MUSC 1941,1,1973,Spring,15185,Slay,246,15:00
MRCH 2428,3,1994,Summer II,9710,Bate,158,13:30
RCTX 3294,3,2009,Summer II,8455,Austin,159,13:00
SECS 2906,2,1959,Summer,3327,Austin,207,9:00
HIED 2626,3,1989,spring,7903,Bate,114,17:00
CSCI 2258,1,1964,summer ii,6170,Rivers,219,16:00
ENED 3369,2,2001,Summer II,9784,,254,15:00
GRAD 1813,2,1980,SUMMER I,8981,Brewster,398,16:30
MAST 4557,1,2005,Summer II,3157,Health Sciences,303,16:30
